1;arms_factory;190.00;11.07;2725.00;2.40;0
1;arms_factory;275.00;10.50;2749.00;3.96;0
1;arms_factory;169.00;11.25;2744.00;1.80;0
1;arms_factory;255.00;10.85;2729.00;3.00;0
1;arms_factory;247.00;11.82;2701.00;0.84;0
1;arms_factory;347.00;12.82;2689.00;2.40;0
1;industrial_complex;354.00;12.25;2715.00;5.07;0
1;industrial_complex;267.00;11.50;2688.00;1.45;0
1;industrial_complex;187.00;10.90;2753.00;4.47;0
1;industrial_complex;193.00;11.10;2724.00;0.85;0
1;industrial_complex;310.00;12.55;2709.00;3.51;0
1;industrial_complex;164.00;10.98;2743.00;1.35;0
1;air_base;176.00;11.00;2713.00;1.46;0
1;naval_base;211.00;10.40;2750.00;-3.17;17302
1;naval_base;240.00;10.32;2759.00;-2.02;17302
1;naval_base;174.00;10.57;2761.00;-3.03;17302
1;naval_base;342.00;10.32;2735.00;-2.60;17296
1;naval_base;218.00;10.28;2757.00;-2.86;17302
1;naval_base;241.00;9.65;2752.00;-2.94;17302
1;bunker;229.00;11.35;2710.00;6.09;0
1;bunker;197.00;10.62;2735.00;2.47;0
1;bunker;219.00;10.53;2756.00;5.13;0
1;bunker;319.00;12.48;2667.00;1.52;0
1;bunker;241.00;10.62;2741.00;4.54;0
1;bunker;178.00;11.10;2726.00;5.74;0
1;bunker;256.00;11.35;2754.00;3.58;0
1;bunker;295.00;13.23;2693.00;5.14;0
1;bunker;360.00;12.03;2722.00;1.52;0
1;bunker;294.00;13.43;2671.00;4.19;0
1;coastal_bunker;325.00;10.53;2733.00;-2.60;0
1;coastal_bunker;250.00;10.60;2770.00;-3.70;0
1;coastal_bunker;212.00;10.53;2748.00;-3.17;0
1;coastal_bunker;159.00;9.90;2754.00;-3.03;0
1;coastal_bunker;214.00;9.55;2752.00;-2.86;0
1;coastal_bunker;241.00;9.65;2752.00;-2.94;0
1;dockyard;287.00;10.18;2748.00;-3.70;0
1;anti_air_building;202.00;11.32;2720.00;2.54;0
1;anti_air_building;217.00;11.55;2708.00;3.74;0
1;anti_air_building;322.00;12.03;2698.00;0.48;0
1;synthetic_refinery;264.00;11.35;2725.00;3.14;0
1;fuel_silo;223.00;10.75;2745.00;5.81;0
1;radar_station;258.00;11.20;2710.00;4.34;0
1;rocket_site;334.00;12.70;2712.00;5.21;0
1;nuclear_reactor;281.00;12.65;2716.00;1.59;0
2;arms_factory;57.00;11.48;2651.00;1.80;0
2;arms_factory;21.00;14.73;2505.00;3.00;0
2;arms_factory;11.00;14.53;2488.00;0.84;0
2;arms_factory;24.00;10.65;2658.00;2.40;0
2;arms_factory;48.00;11.10;2649.00;5.07;0
2;arms_factory;26.00;12.18;2606.00;1.45;0
2;industrial_complex;39.00;12.23;2538.00;4.47;0
2;industrial_complex;34.00;10.48;2655.00;0.85;0
2;industrial_complex;22.00;14.30;2507.00;3.51;0
2;industrial_complex;41.00;14.25;2604.00;1.35;0
2;industrial_complex;55.00;11.48;2577.00;1.46;0
2;industrial_complex;30.00;10.40;2662.00;5.58;0
2;air_base;27.00;13.60;2505.00;1.96;0
2;naval_base;88.00;10.48;2654.00;1.47;17421
2;naval_base;59.00;10.28;2671.00;-3.88;17421
2;naval_base;48.00;10.50;2508.00;-4.45;17263
2;naval_base;32.00;10.28;2690.00;-3.88;17088
2;naval_base;13.00;10.30;2719.00;-4.55;17088
2;naval_base;58.00;11.23;2582.00;1.57;17263
2;naval_base;58.00;10.98;2601.00;0.64;17421
2;naval_base;8.00;10.35;2734.00;-3.39;17088
2;naval_base;51.00;10.40;2532.00;1.35;17263
2;naval_base;18.00;10.62;2703.00;-4.15;17088
2;bunker;41.00;14.90;2602.00;3.58;0
2;bunker;64.00;12.57;2648.00;5.14;0
2;bunker;24.00;11.53;2646.00;1.52;0
2;bunker;63.00;11.82;2651.00;4.19;0
2;bunker;11.00;12.12;2636.00;2.03;0
2;bunker;24.00;10.55;2662.00;5.05;0
2;bunker;7.00;12.53;2557.00;6.25;0
2;bunker;42.00;12.28;2555.00;4.09;0
2;bunker;46.00;13.88;2570.00;0.47;0
2;bunker;5.00;10.80;2735.00;2.04;0
